"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"1310","160321_1143",2,"subjects",13,24,1,"0","0",2,323.2,38.2577251808021,"-","-","0",24,2,19.2,15,NA,NA,NA,14.08,14.08,2,200,100,200,1,"220","CondCoop",NA,1,200,3,5,33,200,44,"0.6666666666666666",0.781065088757396,4,1,55,0,5,15,10,10,20,35,50,50,50,60,65,65,70,70,75,80,85,100,100,100,42,16,-58,"530952380952381",40000,2147380952380950,77000,100,"4690476190476190",100,"1073690476190470",0.983694131466313,100,100,200,100,"220",3,33,10,44,11,1,200,23.75,"0.7810650887573964",21,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Master 1","Francaise","5 (Facile)","Ne pas trop miser pour voir ce que les autres mettaient","",NA,"mettre un peu plus que moi au dbut et ensuite baisser",7,1,24,"1",NA,1,0.666666686534882,5.45833349227905,5.56410264968872,4.47222232818604,1,1,2,0.395833343267441,0,2,4.47916650772095,4.73684215545654,3,0,0,-3.5,5.96046447753906e-08,0,0,5.96046447753906e-08,2,169,38.2577247619629,82.0512847900391,4,2,53.0952377319336,0,1,1,0,0,4,3,4.72222232818604,"STRAT",2,0.666666666666667,0,19.2,"grouptype_is_mixed",63.2719701950471,"HIGH","HIGH_STRAT"
"1311","160323_1352",1,"subjects",13,8,3,"0","0",0,267.8,55.4475933423302,"-","-","0",29,0,20,99999,NA,NA,NA,12695,12695,2,200,0,300,1,"380","Freerider",NA,1,200,3,5,0,0,1688888888888880,"0.6666666666666666",0.396761133603239,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-203,1,5,"0",0,0,77000,100,"0",100,"0",0,300,0,300,0,"380",1,0,11,1688888888888880,1688888888888880,0,0,2483333333333330,"0.396761133603239",23,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","4","Jouer l'équilibre de Nash, quand les partenaires sont inconnus il est difficile d'établir une coopération.","",NA,"De façon aléatoire au début, puis tendre vers l'équilibre de nash.",6,5,104,"35",0,0,0,5.93055534362793,2.5,6.13513517379761,0,0,0,0.71875,1,1,4.3125,7.125,3,0,0,0,0,0,0,0,0,169,23.6707153320312,55.4475936889648,8,3,0,1,2,3,1,0,3,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",35.6125356125356,"LOW","LOW_STRAT"
"1312","160321_1143",2,"subjects",13,22,7,"0","0",10,2.952e+15,31.1242603550296,"-","-","0",25,13,17.8,3,NA,NA,NA,8.425e+15,8.425e+15,0,0,190,330,1,"208","Others",NA,1,200,1,5,35,0,2555555555555550,"0.6666666666666666",0.733727810650888,3,1,130,20,60,61,13,85,50,100,77,30,101,99,185,80,160,100,130,120,72,96,106,190,-442,12,-137,"9214285714285710",38500,4541057142857140,77000,100,"9785714285714280",100,"2270528571428570",0.651083790878803,140,190,330,190,"208",4,35,70,2555555555555550,9444444444444440,0,0,23.75,"0.7337278106508876",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Autre Non-Européenne","2","j'ai commencer à mettre de 10à 13 jetons dans les 1ers période une fois j'ai vu que le total de groupe déminue j'ai déminuer aussi","",NA,"ils préfèrent garder les jetons",5,1,22,"7",NA,1,4.33333349227905,5.45833349227905,3.66666674613953,4.47222232818604,2,0,2,0.276041656732559,0,0,4.47916650772095,4.53333330154419,3,0,0,-3,3.00000047683716,0,3,3.00000047683716,0,169,31.1242599487305,37.0677185058594,3,2,92.1428604125977,0,3,0,0,1,3,2,4.72222232818604,"STRAT",13,4.33333333333333,1.5,17.8,"grouptype_is_mixed",33.5218058294981,"LOW","LOW_STRAT"
"1313","160321_1405",2,"subjects",13,19,4,"0","0",0,293,24.1280602636535,"-","-","-",29,0,20,17,NA,NA,NA,10825,10825,1,100,100,500,0,"400","CondCoop",NA,1,200,3,5,50,0,2333333333333330,"0.6666666666666666",0.390508474576271,3,0,100,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,100,100,100,57,-15,-3,"3095238095238090",4.1e+15,2738095238095230,77000,100,"6904761904761900",100,"136904761904762",0.892923430627972,400,100,500,100,"400",5,50,33,2333333333333330,2666666666666660,0,0,2502777777777770,"0.3905084745762713",24,"Homme","Economie et Gestion, Math-Eco","Licence 2","Autre Européenne","3","J'ai commencé par contribué mais en voyant les autres j'étais vite décu...","",NA,"j'aurais aimer que tout le monde mettent toujours la totalité(20) mais à la fin plus personne n'a contribué quoi que ce soit....Du coup j'ai rien contribué non plus.",5,2,43,"12",NA,0,0,5.45833349227905,5.56410264968872,4.47222232818604,0,1,1,0.16666667163372,0,2,4.62222242355347,4.73684215545654,3,0,0,-10,0,0,0,0,2,169,24.128059387207,47.0659141540527,2,1,30.9523811340332,0,1,2,0,0,3,1,4.72222232818604,"STRAT",0,0,0,20,"grouptype_is_mixed",38.4406779661017,"MEDIUM","LOW_STRAT"
"1314","160321_1143",2,"subjects",13,21,1,"0","0",0,283.2,69.5069033530572,"-","-","0",25,2,21.2,14,NA,NA,NA,15.58,15.58,3,300,90,270,0,"272","CondCoop",NA,1,200,3,5,2,200,1088888888888880,"0.6666666666666666",0.485207100591716,1,0,90,0,50,50,50,50,50,60,60,80,80,100,100,120,120,140,140,160,160,180,180,200,-116,-7,12,"1014285714285710",66900,6045714285714280,77000,100,"9857142857142850",100,"3022857142857140",0.980521104321541,80,200,270,90,"272",8,2,7,1088888888888880,8888888888888880,1,200,23.75,"0.485207100591716",21,"Homme","Sociologie","Master 1","Francaise","4","Au début généreux dans le pot commun dans le but d'instaurer une dynamique positive de gains mutuels, voyant le succès relatif de cette stratégie (moins de 20 de gains), j'ai baissé de moitié pour les 4 tours suivants. N'ayant","toujours pas satisfaction de la coopération, j'ai brutalement choisi 0, ce qui a cassé la confiance, et a entraine le groupe vers des apports très bas pour tout le reste du processus.",NA,"Je pensais qu'ils seraient plus généreux au début, pour l'intérêt de tous.",8,1,21,"1",NA,0,0.666666686534882,5.45833349227905,5.56410264968872,6.44444465637207,1,1,2,0.848958313465118,1,2,4.47916650772095,4.73684215545654,3,0,0,-9,2,0,0,2,1,169,38.2577247619629,82.0512847900391,9,4,101.428573608398,0,1,1,0,0,5,3,4.72222232818604,"STRAT",2,0.666666666666667,1,21.2,"grouptype_is_mixed",63.2719701950471,"HIGH","HIGH_STRAT"
"1315","160321_1143",2,"subjects",13,15,7,"0","0",3,3.382e+15,32.3734385272847,"-","-","0",24,13,24.8,10,NA,NA,NA,11925,11925,1,100,100,270,1,"262","CondCoop",NA,1,200,1,5,0,100,9777777777777770,"0.6666666666666666",0.437869822485207,1,1,0,0,0,0,0,0,20,20,35,40,45,50,55,60,65,70,75,80,85,90,95,100,-133,19,-35,"4690476190476190",42650,2407380952380950,77000,100,"530952380952381",100,"1203690476190470",0.990606704335981,170,100,270,100,"262",5,0,86,9777777777777770,9777777777777770,1,100,23.75,"0.4378698224852071",19,"Femme","Droit, Sciences politiques","Licence 2","Francaise","5 (Facile)","Tit-for-tat = donnant-donnant. Si les adversaires coopéraient, je coopérais et inversement","",NA,"Ils ne coopéreraient pas",6,1,15,"7",NA,1,4.33333349227905,5.45833349227905,5.56410264968872,4.47222232818604,1,1,2,0.291666656732559,0,0,4.47916650772095,4.53333330154419,3,0,0,3,10,0,3,10,0,169,31.1242599487305,37.0677185058594,3,2,46.9047622680664,0,3,0,0,1,2,3,4.72222232818604,"STRAT",13,4.33333333333333,5,24.8,"grouptype_is_mixed",33.5218058294981,"LOW","LOW_STRAT"
"1316","160323_1557",1,"subjects",13,5,3,"0","0",0,253.6,20,"-","-","12",8,0,20,16,NA,NA,NA,12.34,12.34,0,0,10,60,0,"226","Freerider",NA,1,200,3,5,99,0,3311111111111110,"0.6666666666666666",0,6,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,36,22,5,"10",7700,770,77000,100,"10",100,"38.5",1,60,20,60,10,"226",1,99,3,3311111111111110,6588888888888880,0,0,2836111111111110,"0",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'aurai aimé que tout le monde ajoutent 20 euros dans la cagnotte, pour avoir un maximum de gain.","",NA,"Je pensais qu'ils allaient aussi mettre dans la cagnotte 20 euros après que avoir mis personellement 20 euros, or seule une personne l'a fait et l'autre a continué à mettre 0 euros dans la cagnotte.",7,6,125,"43",0,1,0,5.93055534362793,2.5,5.7142858505249,0,0,0,0.11458333581686,0,0,4.3125,4.53333330154419,3,0,0,-1,0,0,0,0,0,169,13.3333330154419,35.8917579650879,2,1,10,1,3,3,1,1,3,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",23.0750307503075,"LOW","LOW_STRAT"
"1317","160329_1355",0,"subjects",13,9,3,"0","0",0,409.2,12.5731473885699,"-","-","0",29,2,21.2,19,NA,NA,NA,16.17,16.17,0,0,50,200,0,"270","Freerider",NA,1,200,1,5,60,200,4933333333333330,"0.6666666666666666",0.177194421657096,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,14,-1,"0",0,0,77000,100,"0",100,"0",0,170,0,200,50,"270",6,60,84,4933333333333330,1066666666666660,1,200,3213888888888880,"0.177194421657096",20,"Femme","Autres","Licence 2","Francaise","2","Dans la tâche 5, j'ai essayé de tester avec plusieurs nombres dans le calculateur. J'ai remarqué que si je mettais 0 et que les autres participants misaient un nombre élevé en tout, nous gagnions beaucoup plus de jetons.","En revanche, quand je misais haut, nous gagnions moins de jetons.",NA,"Je pensais que les autres allaient misaient haut",10,8,177,"59",NA,1,0.666666686534882,5.02083349227905,2.75,6,0,0,0,0.078125,0,0,4.3125,4.53333330154419,3,0,0,-5,2,0,0,2,0,169,12.5731477737427,21.7154312133789,1,1,0,1,3,1,0,1,1,3,4.72222232818604,"RAND",2,0.666666666666667,1,21.2,"grouptype_is_mixed",18.6680035244432,"LOW","LOW_STRAT"
"1318","160323_1352",1,"subjects",13,1,8,"0","0",2,339,44.0665766981556,"-","-","0",29,5,21,20,NA,NA,NA,14.84,14.84,1,100,20,400,0,"420","CondCoop",NA,1,200,3,5,50,0,3111111111111110,"0.6666666666666666",0.388663967611336,1,0,20,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,-142,44,5,"50",38500,19250,77000,100,"50",100,"962.5",1,280,100,400,20,"420",7,50,87,3111111111111110,1888888888888880,0,0,2483333333333330,"0.388663967611336",22,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","2","mettre le minimum possible et garder un chiffre unique dans mon cas c'était 2","",NA,"environ entre 0 et 15 mais la plupart allaient jouer au dessus de 4 donc je suis gagnant si je joue 2",5,5,97,"40",1,0,1.66666662693024,5.93055534362793,1,6.13513517379761,1,1,2,0.520833313465118,1,2,4.47916650772095,4.73684215545654,3,0,0,0,3,0,2,3,1,169,36.8960876464844,58.2276191711426,6,3,50,0,1,1,0,0,3,3,4.72222232818604,"PREF",5,1.66666666666667,1.5,21,"grouptype_is_mixed",46.3967611336032,"MEDIUM","HIGH_STRAT"
"1319","160324_1558",0,"subjects",13,5,2,"0","0",0,393.8,38.2450832072617,"-","-","0",29,0,20,19,NA,NA,NA,18145,18145,0,0,100,320,0,"292","Freerider",NA,1,200,2,5,20,0,2777777777777770,"0.6666666666666666",0.747352496217852,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,-27,-16,2,"1904761904761900",34000,3238095238095230,77000,100,"8095238095238090",100,"1619047619047610",0.680908484039055,120,100,320,100,"292",7,20,66,2777777777777770,7777777777777770,0,0,2927777777777770,"0.7473524962178519",21,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","5 (Facile)","Je ne donne rien, car je suppose qu'aucun des autres membres ne donnera. et Si c'est le cas c'est tant mieux pour moi.","",NA,"Exactement comme sa s'est déroulé, au début ils donnent, puis arriver à la fin ils ont en surement assez de se faire avoir et ils ne donnent donc plus rien.",8,7,149,"50",NA,0,0,5.02083349227905,2.75,6,2,0,2,0.390625,0,1,4.47916650772095,7.125,3,0,0,-10,0,0,0,0,1,169,38.2450828552246,54.5234489440918,4,2,19.0476188659668,1,2,1,0,0,3,3,4.72222232818604,"RAND",0,0,0,20,"grouptype_is_mixed",44.0376533871239,"MEDIUM","HIGH_STRAT"
"1320","160329_1355",0,"subjects",13,4,2,"0","0",0,273,62.6415094339623,"-","-","0",29,20,32,14,NA,NA,NA,7.84e+15,7.84e+15,3,300,100,200,1,"220","CondCoop",NA,1,200,1,5,43,0,2288888888888880,"0.6666666666666666",0.679245283018868,8,1,120,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,100,29,18,-8,"9523809523809520",67000,6652380952380950,77000,100,"4761904761904750",100,"3326190476190470",0.936140176684459,100,100,200,100,"220",2,43,1,2288888888888880,2011111111111110,0,0,3213888888888880,"0.6792452830188679",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","5 (Facile)","regarder la mise des autres joueurs et adapter afin que ma mise personnelle soit toujours en dessous de la mise globale\r\n","",NA,"j'ai pensé que les joueurs allaient  résonner comme moi, j'ai donc réduit de plus en plus la contribution",7,8,172,"58",NA,0,5.33333349227905,5.02083349227905,7.23999977111816,3.95652174949646,1,1,2,0.817708313465118,1,1,4.47916650772095,7.125,3,0,0,-12,16,0,0,16,0,169,13.3333330154419,62.6415100097656,9,4,95.2380981445312,0,2,1,0,0,4,3,4.72222232818604,"RAND",16,5.33333333333333,8,29.6,"grouptype_is_mixed",37.9564305897366,"MEDIUM","LOW_STRAT"
"1321","160321_1405",2,"subjects",13,17,5,"0","0",0,330.6,42.2222222222222,"-","-","-",29,2,21.2,20,NA,NA,NA,14245,14245,2,200,50,105,0,"213","Freerider",NA,1,200,3,5,100,0,2733333333333330,"0.6666666666666666",0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-10,-25,"0",0,0,77000,100,"0",100,"0",0,120,0,105,50,"213",7,100,-23,2733333333333330,7266666666666660,0,0,2502777777777770,"0",21,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Master 1","Francaise","5 (Facile)","au début je pensait mettre de fort montant car il permettait a tout le monde de faire des gain importants , mais je me suis rendu compte que je participé a plus de la moitier du pot commun, donc j'ai arreté","",NA,"en faisant de plus forte mise",7,2,41,"13",NA,0,0.666666686534882,5.45833349227905,6.33333349227905,4.47222232818604,1,0,1,0.479166656732559,0,0,4.62222242355347,4.53333330154419,3,0,0,-5,2,0,0,2,0,169,40.1807899475098,42.2222213745117,5,2,0,1,3,1,0,1,4,3,4.72222232818604,"STRAT",2,0.666666666666667,1,21.2,"grouptype_is_mixed",40.8612680477087,"MEDIUM","LOW_STRAT"
"1322","160324_1558",0,"subjects",13,16,6,"0","0",0,3.46e+15,21.19011598588,"-","-","0",29,23,33.8,11,NA,NA,NA,17.01,17.01,0,0,100,320,1,"292","Freerider",NA,1,200,1,5,50,0,32,"0.6666666666666666",0.435703479576399,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,32,44,-26,"4761904761904760",10000,952380952380953,77000,100,"9523809523809520",100,"4761904761904760",0.369274472937998,220,100,320,100,"292",1,50,87,32,18,0,0,2927777777777770,"0.4357034795763994",21,"Homme","Droit, Sciences politiques","Licence 3","Autre Non-Européenne","5 (Facile)","0","",NA,"10",5,7,160,"54",NA,0,4.33333349227905,5.02083349227905,2.75,6,1,0,1,0.140625,0,1,4.62222242355347,7.125,3,0,0,0,13,3,3,13,1,169,21.1901168823242,72.1129608154297,2,1,4.7619047164917,1,2,1,0,0,2,2,4.72222232818604,"RAND",13,4.33333333333333,6.5,27.8,"grouptype_is_mixed",41.6271642292822,"MEDIUM","LOW_STRAT"
"1323","160324_1558",0,"subjects",13,8,3,"0","0",5,3.622e+15,44.5990922844176,"-","-","0",22,20,27,18,NA,NA,NA,17685,17685,0,0,120,370,0,"302","CondCoop",NA,1,200,2,5,27,200,2377777777777770,"0.6666666666666666",0.937972768532527,2,0,120,0,0,0,0,0,0,0,70,80,90,100,80,80,80,80,80,80,80,80,80,100,-26,0,-153,"5523809523809520",4139999999999990,3292380952380950,77000,100,"4476190476190470",100,"1646190476190470",0.822242533128492,250,100,370,120,"302",3,27,87,2377777777777770,3222222222222220,1,200,2927777777777770,"0.9379727685325265",24,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Autre Non-Européenne","4","mettre a contribution entre 0 et 10 jetons. pas plus","",NA,"pareil entre 0 et 10 jetons",7,7,152,"51",NA,1,6.66666650772095,5.02083349227905,7.23999977111816,3.95652174949646,1,1,2,0.552083313465118,1,2,4.47916650772095,4.73684215545654,3,0,0,-7,15,0,5,15,1,169,6.66666650772095,53.7098655700684,6,3,55.238094329834,0,1,0,0,0,4,2,4.72222232818604,"RAND",20,6.66666666666667,7.5,27,"grouptype_is_mixed",34.9918753852188,"LOW","LOW_STRAT"
"1324","160323_1352",1,"subjects",13,12,3,"0","0",0,266.8,23.6707152496626,"-","-","0",29,0,20,20,NA,NA,NA,12.67,12.67,0,0,0,192,0,"315.2","Freerider",NA,1,200,1,5,45,0,2222222222222220,"0.6666666666666666",0.510121457489879,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,-6,"0",0,0,77000,100,"0",100,"0",0,220,0,192,0,"315.2",4,45,84,2222222222222220,2277777777777770,0,0,2483333333333330,"0.5101214574898786",18,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","Ma stratégie était de ne pas investir dans la cognotte commune afin de ne pas perdre de jetons, j'attendais de voir si les autres de mon groupe allaient investir. Si c'était le cas j'aurais alors fait la même chose","",NA,"Je pensais qu'il allait jouer comme moi, c'est-à-dire ne pas investir au début pour voir la réaction des autres individus",4,5,108,"35",0,0,0,5.93055534362793,2.5,5.7142858505249,0,0,0,0.16145832836628,0,1,4.3125,7.125,3,0,0,0,0,0,0,0,1,169,23.6707153320312,55.4475936889648,2,1,0,1,2,3,1,0,3,3,4.72222232818604,"PREF",0,0,0,20,"Freerider",35.6125356125356,"LOW","LOW_STRAT"
"1325","160323_1155",1,"subjects",13,13,7,"0","0",17,397.4,55.3535353535353,"-","-","0",28,45,30,8,NA,NA,NA,13885,13885,1,100,0,120,1,"272","Others",NA,1,200,2,5,32,0,1755555555555550,"0.6666666666666666",0.927272727272727,4,1,80,0,0,10,20,30,35,40,45,50,60,70,80,90,100,110,120,130,0,0,0,0,26,40,-11,"4714285714285710",13500,3847857142857140,77000,100,"-4714285714285710",100,"1923928571428570",0.248015564298554,120,0,120,0,"272",4,32,62,1755555555555550,1444444444444440,0,0,2933333333333330,"0.9272727272727273",20,"Homme","Autres","Licence 3","Francaise","4","Tâter le terrain au début, miser sur la confiance et l'enthousiasme des autres joueurs, puis les récompenser en améliorant mes contributions ! Ensuite ne jamais baisser subitement mes contributions sous 10 pour ne pas entraver","la confiance des joueurs, et finir par faire un coup de salaud au dernier tour.",NA,"Maximiser leurs gains en baissant subitement leurs contributions",5,4,85,"31",0,0,15,5.93055534362793,7.08333349227905,6.13513517379761,0,0,0,0.708333313465118,1,2,4.3125,4.73684215545654,3,0,0,9,28,10,17,28,1,169,23.2323226928711,67.9797973632812,8,3,47.1428565979004,0,1,0,0,0,1,3,4.72222232818604,"PREF",45,15,14,30,"Others",48.8552188552189,"MEDIUM","HIGH_STRAT"
"1326","160321_1553",2,"subjects",13,2,7,"0","0",18,3.82e+15,20.3212851405622,"-","-","0",23,48,30.8,14,NA,NA,NA,10.77,10.77,0,0,100,300,0,"280","CondCoop",NA,1,200,1,5,11,0,2577777777777770,"0.6666666666666666",0.409638554216868,3,0,100,0,15,25,40,50,60,70,80,90,115,120,150,140,160,170,190,200,200,200,200,200,-204,29,-165,"1178571428571420",85100,9657857142857140,77000,100,"8214285714285710",100,"4828928571428570",0.986833329342753,150,200,300,100,"280",3,11,80,2577777777777770,1477777777777770,0,0,3141666666666660,"0.4096385542168676",20,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","pousser les autres participants a mettre le maximum dans la cagnotte commune, puis en période 15, ne rien mettre du tout","",NA,"Je pensais qu'ils n'allaient pas beaucoup participer",3,3,50,"23",NA,1,16,5.45833349227905,5.56410264968872,4.47222232818604,0,1,1,0.125,0,0,4.62222242355347,4.53333330154419,3,0,0,8,30,10,18,30,0,169,20.3212852478027,24.4444446563721,2,1,117.857139587402,0,3,1,0,1,3,3,4.72222232818604,"STRAT",48,16,15,30.8,"grouptype_is_mixed",22.9808121374386,"LOW","LOW_STRAT"
"1327","160321_1405",2,"subjects",13,12,4,"0","0",0,320,47.0659133709981,"-","-","-",29,0,20,20,NA,NA,NA,11.5,11.5,1,100,5,105,0,"258","Freerider",NA,1,200,1,5,30,0,1844444444444440,"0.6666666666666666",0.87864406779661,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,25,6,"0",0,0,77000,100,"0",100,"0",0,110,0,105,5,"258",1,30,19,1844444444444440,1155555555555550,0,0,2502777777777770,"0.8786440677966101",22,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","5 (Facile)","Je ne mettais pas beaucoup d'argent dans la cagnotte commune.","",NA,"Je pensais qu'ils n'allaient pas mettre d'argent dans la cagnotte en commune",4,2,36,"12",NA,0,0,5.45833349227905,6.33333349227905,6.44444465637207,1,0,1,0.588541686534882,1,2,4.62222242355347,4.73684215545654,3,0,0,-0.5,0,0,0,0,1,169,24.128059387207,47.0659141540527,6,3,0,1,1,2,0,0,3,3,4.72222232818604,"STRAT",0,0,0,20,"grouptype_is_mixed",38.4406779661017,"MEDIUM","LOW_STRAT"
"1328","160321_1143",2,"subjects",13,12,6,"0","0",0,328.4,38.1459566074951,"-","-","0",21,8,24.8,18,NA,NA,NA,9.3e+15,9.3e+15,0,0,60,360,1,"356","Freerider",NA,1,200,3,5,43,0,2355555555555550,"0.6666666666666666",0.544378698224852,6,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,60,16,26,53,"8571428571428570",5.4e+15,9257142857142850,77000,100,"5142857142857140",100,"4628571428571420",0.202259958738973,300,60,360,60,"356",6,43,37,2355555555555550,1944444444444440,0,0,23.75,"0.5443786982248521",22,"Femme","Autres","Master 1","Autre Non-Européenne","4","choisir toujour 0","",NA,"faire la contribution",6,1,12,"6",NA,1,2.66666674613953,5.45833349227905,6.33333349227905,4.47222232818604,2,0,2,0.385416656732559,0,0,4.47916650772095,4.53333330154419,3,0,0,0,8,3,3,8,0,169,38.1459579467773,39.0401039123535,4,2,8.5714282989502,1,3,2,0,1,1,2,4.72222232818604,"STRAT",8,2.66666666666667,4,24.8,"grouptype_is_mixed",38.7332895025203,"MEDIUM","LOW_STRAT"
"1329","160321_1143",2,"subjects",13,8,8,"0","0",0,3.562e+15,29.1518737672584,"-","-","0",27,16,29.6,19,NA,NA,NA,10.16,10.16,0,0,200,320,1,"192","CondCoop",NA,1,200,1,5,10,200,2311111111111110,"0.6666666666666666",0.674556213017751,8,1,100,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,1,39,33,"100",77000,77000,77000,100,"100",100,"3850",1,120,200,320,200,"192",2,10,43,2311111111111110,1311111111111110,1,200,23.75,"0.6745562130177515",23,"Femme","Droit, Sciences politiques","Master 1","Francaise","1 (Difficile)","cooperer","",NA,"cooperation",5,1,8,"8",NA,1,5.33333349227905,5.45833349227905,5.56410264968872,4.47222232818604,0,1,1,0.22395832836628,0,0,4.62222242355347,4.53333330154419,3,0,0,-10,16,1,1,16,0,169,20.0788955688477,29.1518745422363,3,1,100,0,3,1,0,1,2,3,4.72222232818604,"STRAT",16,5.33333333333333,8,29.6,"grouptype_is_mixed",25.2991452991453,"LOW","LOW_STRAT"
"1330","160321_1405",2,"subjects",13,7,3,"0","0",0,284.6,59.2617702448211,"-","-","-",26,0,20,-18,NA,NA,NA,13115,13115,2,200,20,120,0,"252","Freerider",NA,1,200,3,5,5,200,2333333333333330,"0.6666666666666666",0.511186440677966,2,0,20,0,0,10,10,10,10,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,65,26,38,"5714285714285710",-4600,1314285714285710,77000,100,"-5714285714285710",100,"6571428571428570",-0.457264594180338,100,0,120,20,"252",5,5,84,2333333333333330,1833333333333330,1,200,2502777777777770,"0.5111864406779663",19,"Homme","Droit, Sciences politiques","Licence 2","Francaise","4","ne rien donner","",NA,"commencer par donner un peu et assez vite comprendre qu'il valait mieux ne rien donner",5,2,31,"11",NA,0,0,5.45833349227905,6.33333349227905,6.44444465637207,1,0,1,0.770833313465118,1,2,4.62222242355347,4.73684215545654,3,0,0,-2,0,0,0,0,1,169,32.4369125366211,59.2617683410645,8,4,5.7142858505249,1,1,1,0,0,2,3,4.72222232818604,"STRAT",0,0,0,20,"grouptype_is_mixed",48.9642184557439,"HIGH","HIGH_STRAT"
